Ensembl Gene ID	Human Ensembl Gene ID	dS	dN	% Identity	Human % Identity
FBgn0031695	ENSG00000186115			28	27
FBgn0031695	ENSG00000186529			27	27
FBgn0031695	ENSG00000171903			27	26
FBgn0031695	ENSG00000186526			28	27
FBgn0031695	ENSG00000186204			28	27
FBgn0031695	ENSG00000225607			8	21
FBgn0000228	ENSG00000100503			22	8
FBgn0000228	ENSG00000101004			22	12
FBgn0031696	ENSG00000169679			17	17
FBgn0031696	ENSG00000156970			16	17
FBgn0016076	ENSG00000165030			13	21
FBgn0031697	ENSG00000154080			18	18
FBgn0031697	ENSG00000124302			17	17
FBgn0031697	ENSG00000115526			16	20
FBgn0031700	ENSG00000170634			41	41
FBgn0031703	ENSG00000167107			38	36
FBgn0016660	ENSG00000164532			27	40
FBgn0261963	ENSG00000164532			31	40
FBgn0031708	ENSG00000075336			32	30
FBgn0000318	ENSG00000129235			40	41
FBgn0031710	ENSG00000223501			50	46
FBgn0031711	ENSG00000109911			28	29
FBgn0051648	ENSG00000166260			53	46
FBgn0051915	ENSG00000130309			40	39
FBgn0051915	ENSG00000198756			41	40
FBgn0051915	ENSG00000167123			38	39
FBgn0031713	ENSG00000119723			40	40
FBgn0031715	ENSG00000189308			18	6
FBgn0031715	ENSG00000132749			16	8
FBgn0031716	ENSG00000185090			24	25
FBgn0031716	ENSG00000172469			24	26
FBgn0014189	ENSG00000198563			84	84
FBgn0014189	ENSG00000123136			83	82
FBgn0002525	ENSG00000160789			33	31
FBgn0002525	ENSG00000113368			33	35
FBgn0002525	ENSG00000176619			34	35
FBgn0031717	ENSG00000113552			74	70
FBgn0031717	ENSG00000163281			75	74
FBgn0031720	ENSG00000197826			29	28
FBgn0031721	ENSG00000197826			29	28
FBgn0031728	ENSG00000144381			69	70
FBgn0031730	ENSG00000100490			41	57
FBgn0031730	ENSG00000205111			37	58
FBgn0024191	ENSG00000100109			36	36
FBgn0031736	ENSG00000129460			41	43
FBgn0031735	ENSG00000163803			30	9
FBgn0031741	ENSG00000197635			33	32
FBgn0031741	ENSG00000078098			30	29
FBgn0043362	ENSG00000163625			49	48
FBgn0043362	ENSG00000128815			26	29
FBgn0015381	ENSG00000112333			24	44
FBgn0001128	ENSG00000167588			63	64
FBgn0001128	ENSG00000152642			59	59
FBgn0031752	ENSG00000144589			17	21
FBgn0031753	ENSG00000149483			30	31
FBgn0001942	ENSG00000156976			72	71
FBgn0001942	ENSG00000161960			72	72
FBgn0001941	ENSG00000168350			57	57
FBgn0001941	ENSG00000143753			61	61
FBgn0031759	ENSG00000073614			37	40
FBgn0031759	ENSG00000126012			34	40
FBgn0031759	ENSG00000117139			35	42
FBgn0031759	ENSG00000012817			34	40
FBgn0031760	ENSG00000048140			35	33
FBgn0031760	ENSG00000168785			35	41
FBgn0031760	ENSG00000108219			33	39
FBgn0001089	ENSG00000170266			37	36
FBgn0001089	ENSG00000163521			35	36
FBgn0001089	ENSG00000149328			30	32
FBgn0001089	ENSG00000166105			29	30
FBgn0031762	ENSG00000095370			27	24
FBgn0031762	ENSG00000137936			29	26
FBgn0031762	ENSG00000125731			20	26
FBgn0001170	ENSG00000136630			21	18
FBgn0031764	ENSG00000189306			35	34
FBgn0031765	ENSG00000187676			33	20
FBgn0025742	ENSG00000087053			56	54
FBgn0025742	ENSG00000063601			51	48
FBgn0025742	ENSG00000171100			52	53
FBgn0031766	ENSG00000214309			34	29
FBgn0051643	ENSG00000138399			15	16
FBgn0000052	ENSG00000178921			50	50
FBgn0029161	ENSG00000101166			48	53
FBgn0029161	ENSG00000141391			39	48
FBgn0031768	ENSG00000198324			26	30
FBgn0031768	ENSG00000177096			22	25
FBgn0031769	ENSG00000179051			44	41
FBgn0031770	ENSG00000172209			9	11
FBgn0031771	ENSG00000167792			78	80
FBgn0031772	ENSG00000204619			23	30
FBgn0031773	ENSG00000159069			37	43
FBgn0031774	ENSG00000164241			7	20
FBgn0031775	ENSG00000108272			41	40
FBgn0031776	ENSG00000113068			33	34
FBgn0031777	ENSG00000150456			37	39
FBgn0028419	ENSG00000109133			38	43
FBgn0031779	ENSG00000138073			31	33
FBgn0051641	ENSG00000015592			14	24
FBgn0051641	ENSG00000197457			13	27
FBgn0051641	ENSG00000104435			13	27
FBgn0051641	ENSG00000117632			12	26
FBgn0031781	ENSG00000241553			82	74
FBgn0031782	ENSG00000141499			30	30
FBgn0261683	ENSG00000123810			44	45
FBgn0031784	ENSG00000139908			34	34
FBgn0040950	ENSG00000228273			3	4
FBgn0040950	ENSG00000205277			10	1
FBgn0026755	ENSG00000174607			22	21
FBgn0026755	ENSG00000168671			23	24
FBgn0026755	ENSG00000145626			24	24
FBgn0021873	ENSG00000109756			38	36
FBgn0021873	ENSG00000158987			36	32
FBgn0031799	ENSG00000152104			26	27
FBgn0031799	ENSG00000070778			27	29
FBgn0015623	ENSG00000127948			58	47
FBgn0263278	ENSG00000198855			43	46
FBgn0031813	ENSG00000087008			42	43
FBgn0031814	ENSG00000103184			46	44
FBgn0031814	ENSG00000129657			47	43
FBgn0031815	ENSG00000125505			30	31
FBgn0031816	ENSG00000163743			28	46
FBgn0031817	ENSG00000114735			33	32
FBgn0259749	ENSG00000117143			52	49
FBgn0259749	ENSG00000197355			50	48
FBgn0031818	ENSG00000126062			29	37
FBgn0086357	ENSG00000065665			91	91
FBgn0086357	ENSG00000058262			89	89
FBgn0031820	ENSG00000163207			5	14
FBgn0031821	ENSG00000183077			23	23
FBgn0027496	ENSG00000105669			36	36
FBgn0031822	ENSG00000100410			95	95
FBgn0051638	ENSG00000135736			31	39
FBgn0051638	ENSG00000150636			24	34
FBgn0051638	ENSG00000143375			11	6
FBgn0051638	ENSG00000128849			11	6
FBgn0031824	ENSG00000105607			67	64
FBgn0031826	ENSG00000175264			18	16
FBgn0031826	ENSG00000122863			18	14
FBgn0031826	ENSG00000175040			19	13
FBgn0031826	ENSG00000147119			17	12
FBgn0031826	ENSG00000140835			18	17
FBgn0031826	ENSG00000183196			17	16
FBgn0031826	ENSG00000135702			17	15
FBgn0051637	ENSG00000175264			16	19
FBgn0051637	ENSG00000122863			16	16
FBgn0051637	ENSG00000175040			17	16
FBgn0051637	ENSG00000147119			16	16
FBgn0051637	ENSG00000140835			16	21
FBgn0051637	ENSG00000183196			16	19
FBgn0051637	ENSG00000135702			16	19
FBgn0000320	ENSG00000112319			31	38
FBgn0000320	ENSG00000104313			32	41
FBgn0000320	ENSG00000158161			28	37
FBgn0000320	ENSG00000064655			29	41
FBgn0031829	ENSG00000101052			36	34
FBgn0031830	ENSG00000135940			41	38
FBgn0031831	ENSG00000135940			26	31
FBgn0031832	ENSG00000089195			29	26
FBgn0031835	ENSG00000175497			29	34
FBgn0031835	ENSG00000130226			28	30
FBgn0031836	ENSG00000111906			23	44
FBgn0051634	ENSG00000101187			40	38
FBgn0051634	ENSG00000173930			35	34
FBgn0051634	ENSG00000205359			25	24
FBgn0031842	ENSG00000150527			9	17
FBgn0031842	ENSG00000258941			13	14
FBgn0031842	ENSG00000212710			8	16
FBgn0031842	ENSG00000236761			9	16
FBgn0031842	ENSG00000244693			9	16
FBgn0031842	ENSG00000225932			9	16
FBgn0031842	ENSG00000154305			11	8
FBgn0051636	ENSG00000137561			20	23
FBgn0028467	ENSG00000110344			34	32
FBgn0031844	ENSG00000123130			29	29
FBgn0263200	ENSG00000213930			57	53
FBgn0031848	ENSG00000169189			25	22
FBgn0028703	ENSG00000198689			45	46
FBgn0028703	ENSG00000181804			41	45
FBgn0028703	ENSG00000065923			46	45
FBgn0031850	ENSG00000137801			16	6
FBgn0031850	ENSG00000186340			18	6
FBgn0031850	ENSG00000169231			17	8
FBgn0031850	ENSG00000113296			16	7
FBgn0031850	ENSG00000105664			12	7
FBgn0025595	ENSG00000109163			19	26
FBgn0025595	ENSG00000211451			18	27
FBgn0031851	ENSG00000108270			33	29
FBgn0025777	ENSG00000103942			35	39
FBgn0025777	ENSG00000152413			33	37
FBgn0025777	ENSG00000051128			31	35
FBgn0031853	ENSG00000138892			24	21
FBgn0031853	ENSG00000214021			23	19
FBgn0031853	ENSG00000250151			20	24
FBgn0031854	ENSG00000114999			8	20
FBgn0031854	ENSG00000162571			8	11
FBgn0031855	ENSG00000188322			23	24
FBgn0031855	ENSG00000187550			19	25
FBgn0031855	ENSG00000231274			19	22
FBgn0031858	ENSG00000135709			19	29
FBgn0015776	ENSG00000129244			28	30
FBgn0015776	ENSG00000143153			29	30
FBgn0015776	ENSG00000069849			27	30
FBgn0015776	ENSG00000101892			27	24
FBgn0015776	ENSG00000186009			21	23
FBgn0015777	ENSG00000129244			23	26
FBgn0015777	ENSG00000143153			23	24
FBgn0015777	ENSG00000069849			23	27
FBgn0015777	ENSG00000101892			22	20
FBgn0015777	ENSG00000186009			20	23
FBgn0031860	ENSG00000110887			30	30
FBgn0031860	ENSG00000203797			34	32
FBgn0051632	ENSG00000162676			23	40
FBgn0051632	ENSG00000165702			21	48
FBgn0086451	ENSG00000119285			28	27
FBgn0031865	ENSG00000164038			23	31
FBgn0031865	ENSG00000164037			23	31
FBgn0031865	ENSG00000183704			13	32
FBgn0031866	ENSG00000196338			20	29
FBgn0031866	ENSG00000169992			19	29
FBgn0031866	ENSG00000169760			20	30
FBgn0031866	ENSG00000146938			20	31
FBgn0031866	ENSG00000165246			20	31
FBgn0042092	ENSG00000105849			26	20
FBgn0031868	ENSG00000088930			51	49
FBgn0011737	ENSG00000166483			36	34
FBgn0011737	ENSG00000214102			31	33
FBgn0028554	ENSG00000115875			41	45
FBgn0028554	ENSG00000112081			35	55
FBgn0026196	ENSG00000055044			61	59
FBgn0004838	ENSG00000071626			35	37
FBgn0031869	ENSG00000198707			16	12
FBgn0031871	ENSG00000111790			22	27
FBgn0031871	ENSG00000052723			18	27
FBgn0031872	ENSG00000144857			20	16
FBgn0031872	ENSG00000064309			19	13
FBgn0031873	ENSG00000127337			44	44
FBgn0020616	ENSG00000101972			42	37
FBgn0020616	ENSG00000118007			43	38
FBgn0020616	ENSG00000066923			37	34
FBgn0020616	ENSG00000174353			5	48
FBgn0031874	ENSG00000257315			15	9
FBgn0031874	ENSG00000100426			18	9
FBgn0031874	ENSG00000214717			16	14
FBgn0031875	ENSG00000197771			36	34
FBgn0031876	ENSG00000036549			37	15
FBgn0031877	ENSG00000117305			58	58
FBgn0031877	ENSG00000146151			56	49
FBgn0021944	ENSG00000080819			60	51
FBgn0026170	ENSG00000188612			71	67
FBgn0026170	ENSG00000228532			70	66
FBgn0026170	ENSG00000177688			61	58
FBgn0026170	ENSG00000184900			71	62
FBgn0016978	ENSG00000104852			46	47
FBgn0263027	ENSG00000177692			34	32
FBgn0000053	ENSG00000159131			52	22
FBgn0031881	ENSG00000178537			45	45
FBgn0031882	ENSG00000137502			60	66
FBgn0031883	ENSG00000100461			39	26
FBgn0031883	ENSG00000131051			64	35
FBgn0262872	ENSG00000182606			25	25
FBgn0262872	ENSG00000115993			22	23
FBgn0031885	ENSG00000133895			45	39
FBgn0051907	ENSG00000084764			14	22
FBgn0051907	ENSG00000101367			15	24
FBgn0051907	ENSG00000166974			16	20
FBgn0040954	ENSG00000127922			56	63
FBgn0031887	ENSG00000174607			18	17
FBgn0031887	ENSG00000168671			21	20
FBgn0031887	ENSG00000145626			23	22
FBgn0031893	ENSG00000107745			44	49
FBgn0031895	ENSG00000187866			17	29
FBgn0031895	ENSG00000156504			15	29
FBgn0031895	ENSG00000156500			7	18
FBgn0031896	ENSG00000215218			35	66
FBgn0031897	ENSG00000122490			58	14
FBgn0263133	ENSG00000168827			65	65
FBgn0259111	ENSG00000050438			47	47
FBgn0259111	ENSG00000188687			41	40
FBgn0259111	ENSG00000080493			43	43
FBgn0259111	ENSG00000144290			47	46
FBgn0259111	ENSG00000033867			46	42
FBgn0259111	ENSG00000113073			35	40
FBgn0010453	ENSG00000143816			20	29
FBgn0010453	ENSG00000158955			22	33
FBgn0004009	ENSG00000125084			45	51
FBgn0031902	ENSG00000115596			39	45
FBgn0031903	ENSG00000135925			35	40
FBgn0031903	ENSG00000169884			35	43
FBgn0002938	ENSG00000095777			35	24
FBgn0002938	ENSG00000071909			33	28
FBgn0031904	ENSG00000140950			30	29
FBgn0031905	ENSG00000169126			44	28
FBgn0031909	ENSG00000173559			41	41
FBgn0031909	ENSG00000139579			41	40
FBgn0028387	ENSG00000136504			31	41
FBgn0031912	ENSG00000150768			51	33
FBgn0031913	ENSG00000146352			26	23
FBgn0031913	ENSG00000124120			28	24
FBgn0031913	ENSG00000177182			27	22
FBgn0031913	ENSG00000140522			28	26
FBgn0031914	ENSG00000146352			23	22
FBgn0031914	ENSG00000124120			27	24
FBgn0031914	ENSG00000177182			23	20
FBgn0031914	ENSG00000140522			21	20
FBgn0025697	ENSG00000073060			23	26
FBgn0260486	ENSG00000088387			37	40
FBgn0260486	ENSG00000147251			37	40
FBgn0260486	ENSG00000135905			34	35
FBgn0085403	ENSG00000076864			31	36
FBgn0085403	ENSG00000132359			30	35
FBgn0083141	ENSG00000163536			24	22
FBgn0083141	ENSG00000106366			26	24
FBgn0083141	ENSG00000114204			23	21
FBgn0083141	ENSG00000135919			25	23
FBgn0083141	ENSG00000253309			20	18
FBgn0031925	ENSG00000171954			25	24
FBgn0031925	ENSG00000186115			27	27
FBgn0031925	ENSG00000186529			27	26
FBgn0031925	ENSG00000171903			28	27
FBgn0031925	ENSG00000186526			27	27
FBgn0031925	ENSG00000186204			27	27
FBgn0031925	ENSG00000225607			10	28
FBgn0024290	ENSG00000168297			24	27
FBgn0031929	ENSG00000091704			34	34
FBgn0031929	ENSG00000158516			30	30
FBgn0031929	ENSG00000158525			31	30
FBgn0031929	ENSG00000153002			31	31
FBgn0031929	ENSG00000128510			30	30
FBgn0031929	ENSG00000163751			31	31
FBgn0031930	ENSG00000091704			34	35
FBgn0031930	ENSG00000158516			31	32
FBgn0031930	ENSG00000158525			30	30
FBgn0031930	ENSG00000153002			31	32
FBgn0031930	ENSG00000128510			31	32
FBgn0031930	ENSG00000163751			28	29
FBgn0041182	ENSG00000125730			21	18
FBgn0041182	ENSG00000106804			20	17
FBgn0041182	ENSG00000244731			20	16
FBgn0041182	ENSG00000224389			20	16
FBgn0041181	ENSG00000125730			19	17
FBgn0041181	ENSG00000106804			16	14
FBgn0041181	ENSG00000244731			18	15
FBgn0041181	ENSG00000224389			18	16
FBgn0031941	ENSG00000167283			41	43
FBgn0031941	ENSG00000249222			36	39
FBgn0031947	ENSG00000166164			22	29
FBgn0031947	ENSG00000028310			20	28
FBgn0031948	ENSG00000138018			40	41
FBgn0025687	ENSG00000008311			50	50
FBgn0031950	ENSG00000122557			23	26
FBgn0031950	ENSG00000051108			23	28
FBgn0031952	ENSG00000079335			35	39
FBgn0031952	ENSG00000081377			30	42
FBgn0031952	ENSG00000158716			6	26
FBgn0261800	ENSG00000074527			11	32
FBgn0027515	ENSG00000163590			29	42
FBgn0020618	ENSG00000204628			76	77
FBgn0004177	ENSG00000113575			94	94
FBgn0004177	ENSG00000104695			94	94
FBgn0031955	ENSG00000162849			27	15
FBgn0031955	ENSG00000066735			25	15
FBgn0031961	ENSG00000222009			11	20
FBgn0261790	ENSG00000182004			73	75
FBgn0083968	ENSG00000099800			63	56
FBgn0051902	ENSG00000163536			26	24
FBgn0051902	ENSG00000106366			21	20
FBgn0051902	ENSG00000114204			25	24
FBgn0051902	ENSG00000135919			24	23
FBgn0051902	ENSG00000253309			23	21
FBgn0053121	ENSG00000163536			25	21
FBgn0053121	ENSG00000106366			22	19
FBgn0053121	ENSG00000114204			26	22
FBgn0053121	ENSG00000135919			27	23
FBgn0053121	ENSG00000253309			22	18
FBgn0085450	ENSG00000157933			16	26
FBgn0085450	ENSG00000136603			14	24
FBgn0031968	ENSG00000152380			29	31
FBgn0031968	ENSG00000162391			31	16
FBgn0031969	ENSG00000073060			22	24
FBgn0031970	ENSG00000073060			21	21
FBgn0031971	ENSG00000154079			31	34
FBgn0031972	ENSG00000186153			45	44
FBgn0031973	ENSG00000149257			16	21
FBgn0031973	ENSG00000099937			19	20
FBgn0031973	ENSG00000132386			17	22
FBgn0031973	ENSG00000149131			16	17
FBgn0031973	ENSG00000140093			16	19
FBgn0031973	ENSG00000167711			17	19
FBgn0031973	ENSG00000135744			10	12
FBgn0031975	ENSG00000163810			29	32
FBgn0031975	ENSG00000198959			30	33
FBgn0031975	ENSG00000092295			33	31
FBgn0031975	ENSG00000166948			29	31
FBgn0031975	ENSG00000124491			31	32
FBgn0031976	ENSG00000144837			20	17
FBgn0031976	ENSG00000163898			20	18
FBgn0031976	ENSG00000188992			21	17
FBgn0031977	ENSG00000175334			62	63
FBgn0044323	ENSG00000090372			43	42
FBgn0044323	ENSG00000196792			49	45
FBgn0044323	ENSG00000115808			47	44
FBgn0031979	ENSG00000120860			36	32
FBgn0031980	ENSG00000241343			74	54
FBgn0031980	ENSG00000257529			73	59
FBgn0031980	ENSG00000165502			75	74
FBgn0031981	ENSG00000105429			30	31
FBgn0011230	ENSG00000127481			38	39
FBgn0013531	ENSG00000124641			36	43
FBgn0020240	ENSG00000125730			17	18
FBgn0020240	ENSG00000106804			16	16
FBgn0020240	ENSG00000244731			16	17
FBgn0020240	ENSG00000224389			16	17
FBgn0261822	ENSG00000156642			26	18
FBgn0261822	ENSG00000172270			23	16
FBgn0261822	ENSG00000170571			18	14
FBgn0031985	ENSG00000061987			49	48
FBgn0031987	ENSG00000147592			46	47
FBgn0031990	ENSG00000107651			42	28
FBgn0031990	ENSG00000085788			40	38
FBgn0261064	ENSG00000131381			32	21
FBgn0031992	ENSG00000155368			53	32
FBgn0031992	ENSG00000176244			56	57
FBgn0031993	ENSG00000103335			26	27
FBgn0031993	ENSG00000154864			26	25
FBgn0031995	ENSG00000102893			46	46
FBgn0031996	ENSG00000177830			39	37
FBgn0031997	ENSG00000154889			40	37
FBgn0031998	ENSG00000256870			32	32
FBgn0031998	ENSG00000105641			29	27
FBgn0031998	ENSG00000148942			29	28
FBgn0031998	ENSG00000138074			31	29
FBgn0031999	ENSG00000134253			20	31
FBgn0003607	ENSG00000108468			42	46
FBgn0003607	ENSG00000122565			39	44
FBgn0003607	ENSG00000094916			39	42
FBgn0015299	ENSG00000113387			35	31
FBgn0032000	ENSG00000186501			51	48
FBgn0032001	ENSG00000158825			39	42
FBgn0032002	ENSG00000158825			35	40
FBgn0032003	ENSG00000158825			21	38
FBgn0032005	ENSG00000172803			47	53
FBgn0032005	ENSG00000129515			47	51
FBgn0032005	ENSG00000089006			44	50
FBgn0032006	ENSG00000165731			12	17
FBgn0028987	ENSG00000163536			29	27
FBgn0028987	ENSG00000106366			27	25
FBgn0028987	ENSG00000114204			28	26
FBgn0028987	ENSG00000135919			28	26
FBgn0028987	ENSG00000253309			23	21
FBgn0032010	ENSG00000177947			5	32
FBgn0032010	ENSG00000177989			5	29
FBgn0261020	ENSG00000120697			57	58
FBgn0032013	ENSG00000127990			20	19
FBgn0032013	ENSG00000108823			18	21
FBgn0032014	ENSG00000128039			25	26
FBgn0032015	ENSG00000104723			56	53
FBgn0032015	ENSG00000102158			50	45
FBgn0032016	ENSG00000145388			67	58
FBgn0032017	ENSG00000142039			25	27
FBgn0032018	ENSG00000124574			37	37
FBgn0032020	ENSG00000183155			38	37
FBgn0032026	ENSG00000125257			43	44
FBgn0010265	ENSG00000110700			87	87
FBgn0261437	ENSG00000198612			28	24
FBgn0260439	ENSG00000105568			74	75
FBgn0260439	ENSG00000137713			71	63
FBgn0032029	ENSG00000144837			21	16
FBgn0032029	ENSG00000163898			22	17
FBgn0032029	ENSG00000188992			23	16
FBgn0032030	ENSG00000164091			68	69
FBgn0032031	ENSG00000101181			39	37
FBgn0032032	ENSG00000167220			49	48
FBgn0027094	ENSG00000090861			61	61
FBgn0027094	ENSG00000124608			42	42
FBgn0032035	ENSG00000129562			69	68
FBgn0032036	ENSG00000123643			37	38
FBgn0032036	ENSG00000186335			36	36
FBgn0032036	ENSG00000180773			36	35
FBgn0032036	ENSG00000186334			35	33
FBgn0001084	ENSG00000010361			30	29
FBgn0020497	ENSG00000082898			71	70
FBgn0014417	ENSG00000108784			38	39
FBgn0032042	ENSG00000166225			24	20
FBgn0032042	ENSG00000137218			22	20
FBgn0027932	ENSG00000172020			13	18
FBgn0027932	ENSG00000176788			15	25
FBgn0027490	ENSG00000163872			25	17
FBgn0002887	ENSG00000134899			24	25
FBgn0043002	ENSG00000148229			45	39
FBgn0027780	ENSG00000157426			27	25
FBgn0026718	ENSG00000204310			30	29
FBgn0026718	ENSG00000169692			27	26
FBgn0032049	ENSG00000096088			43	41
FBgn0032049	ENSG00000143839			36	33
FBgn0032049	ENSG00000186318			24	18
FBgn0032049	ENSG00000182240			25	18
FBgn0032050	ENSG00000171490			13	18
FBgn0032051	ENSG00000124383			36	35
FBgn0032052	ENSG00000101464			38	37
FBgn0032053	ENSG00000111639			26	36
FBgn0032054	ENSG00000124217			49	48
FBgn0032055	ENSG00000197601			31	31
FBgn0032055	ENSG00000064763			31	32
FBgn0085470	ENSG00000176973			18	35
FBgn0085470	ENSG00000182118			15	29
FBgn0250903	ENSG00000141552			42	18
FBgn0032059	ENSG00000156973			60	61
FBgn0260861	ENSG00000196655			58	58
FBgn0004914	ENSG00000101076			36	53
FBgn0004914	ENSG00000164749			35	55
FBgn0032061	ENSG00000121691			57	55
FBgn0032066	ENSG00000104774			39	38
FBgn0032067	ENSG00000104774			40	39
FBgn0032068	ENSG00000104774			40	38
FBgn0032069	ENSG00000104774			39	39
FBgn0029123	ENSG00000182968			24	35
FBgn0029123	ENSG00000181449			22	40
FBgn0029123	ENSG00000134595			23	30
FBgn0032075	ENSG00000135404			22	29
FBgn0032076	ENSG00000126522			49	50
FBgn0032076	ENSG00000249319			23	37
FBgn0032077	ENSG00000169093			16	5
FBgn0032077	ENSG00000196433			11	6
FBgn0032078	ENSG00000106392			40	43
FBgn0040963	ENSG00000054148			23	27
FBgn0013746	ENSG00000166200			84	83
FBgn0040964	ENSG00000130731			25	27
FBgn0015316	ENSG00000010438			37	32
FBgn0015316	ENSG00000204983			36	39
FBgn0015316	ENSG00000129437			31	31
FBgn0015316	ENSG00000165076			16	18
FBgn0015316	ENSG00000258223			24	27
FBgn0032089	ENSG00000144580			60	59
FBgn0032090	ENSG00000183032			41	41
FBgn0032095	ENSG00000136869			11	15
FBgn0032095	ENSG00000134061			7	12
FBgn0032101	ENSG00000180329			34	31
FBgn0028433	ENSG00000127588			40	43
FBgn0085395	ENSG00000131398			24	29
FBgn0085395	ENSG00000129159			23	37
FBgn0085395	ENSG00000116396			23	33
FBgn0085395	ENSG00000166006			23	34
FBgn0012036	ENSG00000111275			70	70
FBgn0012036	ENSG00000257767			33	70
FBgn0012036	ENSG00000137124			65	65
FBgn0032115	ENSG00000106244			35	36
FBgn0000640	ENSG00000164120			25	24
FBgn0032117	ENSG00000172728			33	31
FBgn0011232	ENSG00000143952			35	34
FBgn0032119	ENSG00000138036			29	30
FBgn0002973	ENSG00000133961			41	33
FBgn0004868	ENSG00000203879			67	67
FBgn0004868	ENSG00000057608			67	67
FBgn0032120	ENSG00000206190			36	36
FBgn0032120	ENSG00000145246			36	38
FBgn0032120	ENSG00000118322			33	34
FBgn0032123	ENSG00000176463			19	32
FBgn0032123	ENSG00000137571			22	31
FBgn0028479	ENSG00000084754			55	54
FBgn0014179	ENSG00000137270			21	25
FBgn0014179	ENSG00000124827			26	26
FBgn0019809	ENSG00000137270			19	27
FBgn0019809	ENSG00000124827			23	28
FBgn0032136	ENSG00000084674			14	13
FBgn0032136	ENSG00000262021			2	27
FBgn0000273	ENSG00000072062			82	82
FBgn0000273	ENSG00000165059			75	75
FBgn0000273	ENSG00000142875			81	72
FBgn0015393	ENSG00000100138			76	76
FBgn0011207	ENSG00000152684			65	66
FBgn0032138	ENSG00000100029			41	44
FBgn0028704	ENSG00000074621			34	27
FBgn0028704	ENSG00000155886			34	45
FBgn0015035	ENSG00000171954			25	25
FBgn0015035	ENSG00000186115			26	27
FBgn0015035	ENSG00000186529			27	27
FBgn0015035	ENSG00000171903			27	27
FBgn0015035	ENSG00000186526			27	27
FBgn0015035	ENSG00000186204			27	27
FBgn0015035	ENSG00000225607			9	25
FBgn0011291	ENSG00000064995			49	46
FBgn0025117	ENSG00000111142			65	61
FBgn0032143	ENSG00000091704			34	35
FBgn0032143	ENSG00000158516			33	34
FBgn0032143	ENSG00000158525			32	31
FBgn0032143	ENSG00000153002			32	33
FBgn0032143	ENSG00000128510			33	33
FBgn0032143	ENSG00000163751			30	30
FBgn0032144	ENSG00000091704			29	30
